テキスト,カテゴリ
2024-05-16 初診料,初診料
2023-12-18 初診料,初診料
2023-09-07 初診料,初診料
2023-03-01 初診料,初診料
先生指名料,先生指名料
2024-12-31 先生指名料,先生指名料
2024-01-09 先生指名料,先生指名料
2024-08-04 先生指名料,先生指名料
2024-07-17 先生指名料,先生指名料
2024-02-27 先生指名料,先生指名料
胸腔穿刺,胸腔穿刺
2023-01-27 胸腔穿刺,胸腔穿刺
2024-03-16 胸腔穿刺,胸腔穿刺
2023-11-07 胸腔穿刺,胸腔穿刺
2024-06-14 胸腔穿刺,胸腔穿刺
2024-05-02 胸腔穿刺,胸腔穿刺
モアブラシ,モアブラシ
2024-07-09 モアブラシ,モアブラシ
2024-08-31 モアブラシ,モアブラシ
2024-10-24 モアブラシ,モアブラシ
2024-02-12 モアブラシ,モアブラシ
2023-12-17 モアブラシ,モアブラシ
アンセット,アンセット
2023-10-15 アンセット,アンセット
2024-10-13 アンセット,アンセット
2023-02-28 アンセット,アンセット
2024-07-21 アンセット,アンセット
2024-11-25 アンセット,アンセット
ANSET,ANSET
2023-03-27 ANSET,ANSET
2024-12-27 ANSET,ANSET
2023-10-15 ANSET,ANSET
2025-01-11 ANSET,ANSET
2024-02-15 ANSET,ANSET
ごはん,ごはん
2023-12-12 ごはん,ごはん
2024-10-18 ごはん,ごはん
2024-09-18 ごはん,ごはん
2024-07-31 ごはん,ごはん
2023-10-14 ごはん,ごはん
再発行,再発行
2023-10-29 再発行,再発行
2024-04-27 再発行,再発行
2023-10-09 再発行,再発行
2024-06-19 再発行,再発行
2024-01-31 再発行,再発行
ベジデントフレッシュ,ベジデントフレッシュ
2023-01-23 ベジデントフレッシュ,ベジデントフレッシュ
2023-06-11 ベジデントフレッシュ,ベジデントフレッシュ
2023-02-18 ベジデントフレッシュ,ベジデントフレッシュ
2024-01-02 ベジデントフレッシュ,ベジデントフレッシュ
2024-05-06 ベジデントフレッシュ,ベジデントフレッシュ
BJシニア,BJシニア
2024-05-01 BJシニア,BJシニア
2024-09-16 BJシニア,BJシニア
2024-08-06 BJシニア,BJシニア
2024-12-26 BJシニア,BJシニア
2024-12-20 BJシニア,BJシニア
ROYALCANIN,ROYALCANIN
2024-10-07 ROYALCANIN,ROYALCANIN
2023-05-07 ROYALCANIN,ROYALCANIN
2023-10-29 ROYALCANIN,ROYALCANIN
2023-03-20 ROYALCANIN,ROYALCANIN
2023-10-09 ROYALCANIN,ROYALCANIN
点滴ライン,点滴ライン
2023-01-26 点滴ライン,点滴ライン
2023-02-17 点滴ライン,点滴ライン
2023-09-20 点滴ライン,点滴ライン
2023-10-03 点滴ライン,点滴ライン
2024-04-16 点滴ライン,点滴ライン
ラクトリンゲル,ラクトリンゲル
2024-09-23 ラクトリンゲル,ラクトリンゲル
2023-02-16 ラクトリンゲル,ラクトリンゲル
2023-04-09 ラクトリンゲル,ラクトリンゲル
2024-08-05 ラクトリンゲル,ラクトリンゲル
2024-12-31 ラクトリンゲル,ラクトリンゲル
加圧バック,加圧バック
2023-06-10 加圧バック,加圧バック
2023-06-12 加圧バック,加圧バック
2024-07-29 加圧バック,加圧バック
2024-04-02 加圧バック,加圧バック
2023-10-29 加圧バック,加圧バック
ネブライゼーション,ネブライゼーション
2024-10-11 ネブライゼーション,ネブライゼーション
2023-07-11 ネブライゼーション,ネブライゼーション
2024-02-25 ネブライゼーション,ネブライゼーション
2024-03-14 ネブライゼーション,ネブライゼーション
2025-01-01 ネブライゼーション,ネブライゼーション
ソロキシン,ソロキシン
2023-04-07 ソロキシン,ソロキシン
2024-04-29 ソロキシン,ソロキシン
2024-12-14 ソロキシン,ソロキシン
2024-09-28 ソロキシン,ソロキシン
2023-07-10 ソロキシン,ソロキシン
IDU「センジュ」,IDU「センジュ」
2023-05-22 IDU「センジュ」,IDU「センジュ」
2024-06-12 IDU「センジュ」,IDU「センジュ」
2023-09-17 IDU「センジュ」,IDU「センジュ」
2024-01-25 IDU「センジュ」,IDU「センジュ」
2024-12-15 IDU「センジュ」,IDU「センジュ」
ササミクランチ,ササミクランチ
2023-12-23 ササミクランチ,ササミクランチ
2023-11-30 ササミクランチ,ササミクランチ
2023-05-21 ササミクランチ,ササミクランチ
2024-09-01 ササミクランチ,ササミクランチ
2023-08-07 ササミクランチ,ササミクランチ
尿石ケア,尿石ケア
2023-06-05 尿石ケア,尿石ケア
2024-12-16 尿石ケア,尿石ケア
2023-07-02 尿石ケア,尿石ケア
2024-07-03 尿石ケア,尿石ケア
2023-01-31 尿石ケア,尿石ケア
薬剤塗布,薬剤塗布
2024-04-04 薬剤塗布,薬剤塗布
2023-07-05 薬剤塗布,薬剤塗布
2023-08-30 薬剤塗布,薬剤塗布
2024-01-23 薬剤塗布,薬剤塗布
2023-11-01 薬剤塗布,薬剤塗布
シャンプーセット,シャンプーセット
2023-09-30 シャンプーセット,シャンプーセット
2024-06-14 シャンプーセット,シャンプーセット
2024-10-12 シャンプーセット,シャンプーセット
2024-05-08 シャンプーセット,シャンプーセット
2024-02-26 シャンプーセット,シャンプーセット
加圧酸素治療,加圧酸素治療
2023-11-16 加圧酸素治療,加圧酸素治療
2024-10-15 加圧酸素治療,加圧酸素治療
2024-08-12 加圧酸素治療,加圧酸素治療
2024-04-04 加圧酸素治療,加圧酸素治療
2024-10-27 加圧酸素治療,加圧酸素治療
Beta-Gen点耳液,Beta-Gen点耳液
2023-03-22 Beta-Gen点耳液,Beta-Gen点耳液
2024-10-24 Beta-Gen点耳液,Beta-Gen点耳液
2024-09-03 Beta-Gen点耳液,Beta-Gen点耳液
2024-04-07 Beta-Gen点耳液,Beta-Gen点耳液
2024-10-06 Beta-Gen点耳液,Beta-Gen点耳液
健診料,健診料
2024-09-11 健診料,健診料
2024-09-06 健診料,健診料
2024-05-08 健診料,健診料
2023-06-15 健診料,健診料
2023-12-26 健診料,健診料
穿刺処置,穿刺処置
2024-07-15 穿刺処置,穿刺処置
2024-11-23 穿刺処置,穿刺処置
2023-06-10 穿刺処置,穿刺処置
2023-08-23 穿刺処置,穿刺処置
2023-05-25 穿刺処置,穿刺処置
マクガード,マクガード
2024-09-01 マクガード,マクガード
2023-02-22 マクガード,マクガード
2024-12-28 マクガード,マクガード
2023-12-11 マクガード,マクガード
2024-09-08 マクガード,マクガード
術後服,術後服
2023-09-20 術後服,術後服
2023-09-29 術後服,術後服
2023-08-09 術後服,術後服
2024-03-22 術後服,術後服
2024-07-20 術後服,術後服
術後ウェア,術後ウェア
2024-04-30 術後ウェア,術後ウェア
2023-03-29 術後ウェア,術後ウェア
2024-03-25 術後ウェア,術後ウェア
2024-06-18 術後ウェア,術後ウェア
2024-05-16 術後ウェア,術後ウェア
ちゅーるカンガルー,ちゅーるカンガルー
2023-02-01 ちゅーるカンガルー,ちゅーるカンガルー
2023-03-11 ちゅーるカンガルー,ちゅーるカンガルー
2024-11-16 ちゅーるカンガルー,ちゅーるカンガルー
2024-06-20 ちゅーるカンガルー,ちゅーるカンガルー
2023-06-16 ちゅーるカンガルー,ちゅーるカンガルー
ダイビタミックス,ダイビタミックス
2023-02-16 ダイビタミックス,ダイビタミックス
2023-05-23 ダイビタミックス,ダイビタミックス
2024-08-02 ダイビタミックス,ダイビタミックス
2023-10-14 ダイビタミックス,ダイビタミックス
2023-04-16 ダイビタミックス,ダイビタミックス
プリマポア,プリマポア
2024-10-30 プリマポア,プリマポア
2024-11-12 プリマポア,プリマポア
2023-06-18 プリマポア,プリマポア
2024-11-27 プリマポア,プリマポア
2023-04-05 プリマポア,プリマポア
お尻絞り,お尻絞り
2024-11-09 お尻絞り,お尻絞り
2023-08-04 お尻絞り,お尻絞り
2023-04-20 お尻絞り,お尻絞り
2023-12-10 お尻絞り,お尻絞り
2023-11-28 お尻絞り,お尻絞り
クランベリーU液,クランベリーU液
2024-01-13 クランベリーU液,クランベリーU液
2024-03-16 クランベリーU液,クランベリーU液
2024-06-29 クランベリーU液,クランベリーU液
2023-06-27 クランベリーU液,クランベリーU液
2023-01-22 クランベリーU液,クランベリーU液
アニサポハーレスト,アニサポハーレスト
2024-10-25 アニサポハーレスト,アニサポハーレスト
2023-02-12 アニサポハーレスト,アニサポハーレスト
2024-11-18 アニサポハーレスト,アニサポハーレスト
2024-05-05 アニサポハーレスト,アニサポハーレスト
2024-03-13 アニサポハーレスト,アニサポハーレスト
DOCP,DOCP
2023-09-23 DOCP,DOCP
2024-08-02 DOCP,DOCP
2024-11-15 DOCP,DOCP
2024-12-03 DOCP,DOCP
2023-09-03 DOCP,DOCP
シザーカット,シザーカット
2023-03-21 シザーカット,シザーカット
2024-02-03 シザーカット,シザーカット
2024-04-14 シザーカット,シザーカット
2024-05-25 シザーカット,シザーカット
2024-10-06 シザーカット,シザーカット
会員カード,会員カード
2024-08-15 会員カード,会員カード
2023-05-07 会員カード,会員カード
2024-06-22 会員カード,会員カード
2023-05-22 会員カード,会員カード
2023-01-28 会員カード,会員カード
時間外料金,時間外料金
2023-03-11 時間外料金,時間外料金
2024-05-19 時間外料金,時間外料金
2024-12-16 時間外料金,時間外料金
2024-10-21 時間外料金,時間外料金
2024-08-30 時間外料金,時間外料金
i/dLowFat,i/dLowFat
2024-03-28 i/dLowFat,i/dLowFat
2023-11-20 i/dLowFat,i/dLowFat
2023-10-06 i/dLowFat,i/dLowFat
2023-12-19 i/dLowFat,i/dLowFat
2023-03-13 i/dLowFat,i/dLowFat
ダーマキット,ダーマキット
2023-08-08 ダーマキット,ダーマキット
2023-02-01 ダーマキット,ダーマキット
2024-06-18 ダーマキット,ダーマキット
2024-01-27 ダーマキット,ダーマキット
2023-05-02 ダーマキット,ダーマキット
往診料,往診料
2023-10-30 往診料,往診料
2024-08-22 往診料,往診料
2023-12-01 往診料,往診料
2023-06-12 往診料,往診料
2023-03-06 往診料,往診料
ファイナルアンサー,ファイナルアンサー
2023-06-01 ファイナルアンサー,ファイナルアンサー
2024-03-15 ファイナルアンサー,ファイナルアンサー
2024-08-18 ファイナルアンサー,ファイナルアンサー
2023-10-03 ファイナルアンサー,ファイナルアンサー
2024-11-30 ファイナルアンサー,ファイナルアンサー
FINAL ANSWER,FINAL ANSWER
2023-10-19 FINAL ANSWER,FINAL ANSWER
2023-06-26 FINAL ANSWER,FINAL ANSWER
2023-04-24 FINAL ANSWER,FINAL ANSWER
2023-09-04 FINAL ANSWER,FINAL ANSWER
2024-02-19 FINAL ANSWER,FINAL ANSWER
PureProtein,PureProtein
2024-11-16 PureProtein,PureProtein
2023-02-01 PureProtein,PureProtein
2023-07-17 PureProtein,PureProtein
2024-01-03 PureProtein,PureProtein
2024-05-14 PureProtein,PureProtein
皮膚スタンプ,皮膚スタンプ
2024-10-18 皮膚スタンプ,皮膚スタンプ
2024-01-26 皮膚スタンプ,皮膚スタンプ
2024-09-21 皮膚スタンプ,皮膚スタンプ
2024-01-13 皮膚スタンプ,皮膚スタンプ
2024-04-20 皮膚スタンプ,皮膚スタンプ
リゾペール,リゾペール
2024-04-10 リゾペール,リゾペール
2024-11-23 リゾペール,リゾペール
2024-07-08 リゾペール,リゾペール
2023-04-30 リゾペール,リゾペール
2024-09-01 リゾペール,リゾペール
キャットコンボ,キャットコンボ
2023-12-10 キャットコンボ,キャットコンボ
2024-04-08 キャットコンボ,キャットコンボ
2024-04-01 キャットコンボ,キャットコンボ
2024-11-28 キャットコンボ,キャットコンボ
2024-03-28 キャットコンボ,キャットコンボ
ファーメイク,ファーメイク
2024-11-19 ファーメイク,ファーメイク
2024-06-22 ファーメイク,ファーメイク
2024-07-02 ファーメイク,ファーメイク
2024-12-31 ファーメイク,ファーメイク
2024-09-29 ファーメイク,ファーメイク
DuoOne,DuoOne
2024-11-08 DuoOne,DuoOne
2023-12-15 DuoOne,DuoOne
2024-03-18 DuoOne,DuoOne
2024-08-18 DuoOne,DuoOne
2024-12-27 DuoOne,DuoOne
消毒液,消毒液
2023-12-09 消毒液,消毒液
2024-06-05 消毒液,消毒液
2024-03-14 消毒液,消毒液
2024-05-23 消毒液,消毒液
2024-08-06 消毒液,消毒液
お薬サポート,お薬サポート
2024-07-15 お薬サポート,お薬サポート
2024-06-03 お薬サポート,お薬サポート
2025-01-12 お薬サポート,お薬サポート
2024-07-25 お薬サポート,お薬サポート
2023-02-07 お薬サポート,お薬サポート
夜間看護料,夜間看護料
2024-12-13 夜間看護料,夜間看護料
2024-08-02 夜間看護料,夜間看護料
2023-02-13 夜間看護料,夜間看護料
2023-07-18 夜間看護料,夜間看護料
2023-09-07 夜間看護料,夜間看護料
"電解質(Na,K,Cl)","電解質(Na,K,Cl)"
"2024-10-31 電解質(Na,K,Cl)","電解質(Na,K,Cl)"
"2024-05-25 電解質(Na,K,Cl)","電解質(Na,K,Cl)"
"2023-09-25 電解質(Na,K,Cl)","電解質(Na,K,Cl)"
"2023-09-15 電解質(Na,K,Cl)","電解質(Na,K,Cl)"
"2024-12-02 電解質(Na,K,Cl)","電解質(Na,K,Cl)"
パナログ,パナログ
2023-10-22 パナログ,パナログ
2023-04-29 パナログ,パナログ
2024-03-07 パナログ,パナログ
2024-03-15 パナログ,パナログ
2024-09-04 パナログ,パナログ
ワンニャンドック,ワンニャンドック
2024-07-21 ワンニャンドック,ワンニャンドック
2023-03-06 ワンニャンドック,ワンニャンドック
2024-05-31 ワンニャンドック,ワンニャンドック
2024-11-13 ワンニャンドック,ワンニャンドック
2024-12-21 ワンニャンドック,ワンニャンドック
うるワン,うるワン
2023-02-12 うるワン,うるワン
2023-05-30 うるワン,うるワン
2023-09-07 うるワン,うるワン
2023-11-29 うるワン,うるワン
2023-10-24 うるワン,うるワン
i/dコンフォート,i/dコンフォート
2024-09-30 i/dコンフォート,i/dコンフォート
2024-03-11 i/dコンフォート,i/dコンフォート
2023-08-30 i/dコンフォート,i/dコンフォート
2024-01-27 i/dコンフォート,i/dコンフォート
2023-11-04 i/dコンフォート,i/dコンフォート
トリーツ,トリーツ
2023-12-25 トリーツ,トリーツ
2023-06-14 トリーツ,トリーツ
2023-09-11 トリーツ,トリーツ
2024-12-28 トリーツ,トリーツ
2024-07-14 トリーツ,トリーツ
テープストリップ,テープストリップ
2024-06-19 テープストリップ,テープストリップ
2024-02-03 テープストリップ,テープストリップ
